selection_rank,provider,stratum,query_index,query,source_rank,provider_id,doi,title,year,type,venue_or_topic,cited_by_count,landing_url,dedupe_key
19,crossref,conflict_security,1,intergroup competition intragroup cooperation,4,10.1037/e473742008-204,10.1037/e473742008-204,"The Effects of Intergroup Competition, Personal Drinking Habits, and Frustration on Intragroup Cooperation",1968,dataset,PsycEXTRA Dataset,1,https://doi.org/10.1037/e473742008-204,doi:10.1037/e473742008-204
20,openalex,conflict_security,2,external threat internal cohesion rally around flag,4,https://openalex.org/W4392917994,10.1177/14651165241237136,The Russian threat and the consolidation of the West: How populism and EU-skepticism shape party support for Ukraine,2024,article,"Populism, Right-Wing Movements",96,https://openalex.org/W4392917994,doi:10.1177/14651165241237136
21,crossref,conflict_security,2,external threat internal cohesion rally around flag,4,10.31235/osf.io/pu47c,10.31235/osf.io/pu47c,Political trust during the Covid-19 pandemic: Rally around the flag or lockdown effects?,2020,posted-content,,21,https://doi.org/10.31235/osf.io/pu47c,doi:10.31235/osf.io/pu47c
22,openalex,conflict_security,3,security dilemma deterrence conflict prevention,4,https://openalex.org/W2041668295,10.1093/ijtj/ijn030,"Dilemmas of Expanding Transitional Justice, or Forging the Nexus between Transitional Justice and Development",2008,editorial,Wildlife Conservation and Criminology Analyses,171,https://openalex.org/W2041668295,doi:10.1093/ijtj/ijn030
23,crossref,conflict_security,3,security dilemma deterrence conflict prevention,4,10.4324/9781003001843-4,10.4324/9781003001843-4,Deterrence and reassurance,2020,book-chapter,Security and Stability in the New Space Age,0,https://doi.org/10.4324/9781003001843-4,doi:10.4324/9781003001843-4
24,openalex,conflict_security,1,intergroup competition intragroup cooperation,5,https://openalex.org/W2133229155,10.1207/s15327957pspr0702_129-145,"Intergroup Conflict: Individual, Group, and Collective Interests",2003,article,Social and Intergroup Psychology,368,https://openalex.org/W2133229155,doi:10.1207/s15327957pspr0702_129-145
25,openalex,conflict_security,2,external threat internal cohesion rally around flag,5,https://openalex.org/W3088262666,10.1080/14782804.2020.1825352,Rally around the EU flag: Irish party positions on the EU in the wake of Brexit,2020,article,European and International Law Studies,7,https://openalex.org/W3088262666,doi:10.1080/14782804.2020.1825352
26,crossref,conflict_security,2,external threat internal cohesion rally around flag,5,10.14321/jj.41316987.18,10.14321/jj.41316987.18,Native Americans Rally Around the Flag,2026,book-chapter,Many a Hand,0,https://doi.org/10.14321/jj.41316987.18,doi:10.14321/jj.41316987.18
27,openalex,conflict_security,3,security dilemma deterrence conflict prevention,5,https://openalex.org/W1968049814,10.1080/09557570802452920,Environmental security and climate change: analysing the discourse,2008,article,Global Security and Public Health,342,https://openalex.org/W1968049814,doi:10.1080/09557570802452920
28,crossref,conflict_security,3,security dilemma deterrence conflict prevention,5,10.1093/jcsl/krt006,10.1093/jcsl/krt006,Deterrence Revisited?,2013,journal-article,Journal of Conflict and Security Law,0,https://doi.org/10.1093/jcsl/krt006,doi:10.1093/jcsl/krt006
29,openalex,conflict_security,1,intergroup competition intragroup cooperation,6,https://openalex.org/W2100789707,10.1111/j.1467-9280.2008.02100.x,“In-Group Love” and “Out-Group Hate” as Motives for Individual Participation in Intergroup Conflict,2008,article,Experimental Behavioral Economics Studies,360,https://openalex.org/W2100789707,doi:10.1111/j.1467-9280.2008.02100.x
30,crossref,conflict_security,1,intergroup competition intragroup cooperation,6,10.1108/s0163-786x20140000037004,10.1108/s0163-786x20140000037004,From Intragroup Conflict to Intergroup Cooperation,2014,book-chapter,Intersectionality and Social Change,4,https://doi.org/10.1108/s0163-786x20140000037004,doi:10.1108/s0163-786x20140000037004
31,openalex,autonomy_choice,1,choice overload too many options decision satisfaction,1,https://openalex.org/W1976943697,10.1207/s15427579jpfm0602_2,"Asset Allocation and Information Overload: The Influence of Information Display, Asset Choice, and Investor Experience",2005,article,"Financial Literacy, Pension, Retirement Analysis",549,https://openalex.org/W1976943697,doi:10.1207/s15427579jpfm0602_2
32,crossref,autonomy_choice,1,choice overload too many options decision satisfaction,1,10.1037/e636742011-025,10.1037/e636742011-025,Can there ever be too many options? Re-assessing the effect of choice overload,2008,dataset,PsycEXTRA Dataset,1,https://doi.org/10.1037/e636742011-025,doi:10.1037/e636742011-025
33,openalex,autonomy_choice,2,autonomy paradox flexibility constant connectivity,1,https://openalex.org/W1976623182,10.1016/j.neuroimage.2013.05.079,"Dynamic functional connectivity: Promise, issues, and interpretations",2013,article,Functional Brain Connectivity Studies,3182,https://openalex.org/W1976623182,doi:10.1016/j.neuroimage.2013.05.079
34,crossref,autonomy_choice,2,autonomy paradox flexibility constant connectivity,1,10.1332/policypress/9781447354772.003.0007,10.1332/policypress/9781447354772.003.0007,Gendered flexibility paradox,2022,book-chapter,The Flexibility Paradox,0,https://doi.org/10.1332/policypress/9781447354772.003.0007,doi:10.1332/policypress/9781447354772.003.0007
35,openalex,autonomy_choice,3,formal choice effective autonomy dependence,1,https://openalex.org/W2086516175,10.1002/dmrr.1239,"Cardiovascular autonomic neuropathy in diabetes: clinical impact, assessment, diagnosis, and management",2011,article,Heart Rate Variability and Autonomic Control,968,https://openalex.org/W2086516175,doi:10.1002/dmrr.1239
36,crossref,autonomy_choice,3,formal choice effective autonomy dependence,1,10.2139/ssrn.6813119,10.2139/ssrn.6813119,Formal versus Effective Green Trade Liberalization: Evidence from UK Tariff Autonomy,2026,posted-content,,0,https://doi.org/10.2139/ssrn.6813119,doi:10.2139/ssrn.6813119
37,openalex,autonomy_choice,1,choice overload too many options decision satisfaction,2,https://openalex.org/W4384264402,10.1016/j.jretconser.2023.103494,Decisions with ChatGPT: Reexamining choice overload in ChatGPT recommendations,2023,article,Artificial Intelligence in Healthcare and Education,138,https://openalex.org/W4384264402,doi:10.1016/j.jretconser.2023.103494
38,crossref,autonomy_choice,1,choice overload too many options decision satisfaction,2,10.1002/hbe2.295/v2/decision1,10.1002/hbe2.295/v2/decision1,"Decision letter for ""Are there never too many choice options? The effect of increasing the number of choice options on learning with digital media""",2021,peer-review,,0,https://doi.org/10.1002/hbe2.295/v2/decision1,doi:10.1002/hbe2.295/v2/decision1
39,openalex,autonomy_choice,2,autonomy paradox flexibility constant connectivity,2,https://openalex.org/W2069762774,10.1016/j.neuroimage.2013.07.019,Principal components of functional connectivity: A new approach to study dynamic brain connectivity during rest,2013,article,Functional Brain Connectivity Studies,429,https://openalex.org/W2069762774,doi:10.1016/j.neuroimage.2013.07.019
40,crossref,autonomy_choice,2,autonomy paradox flexibility constant connectivity,2,10.1332/policypress/9781447354772.003.0001,10.1332/policypress/9781447354772.003.0001,Introduction: The flexibility paradox and contexts,2022,book-chapter,The Flexibility Paradox,2,https://doi.org/10.1332/policypress/9781447354772.003.0001,doi:10.1332/policypress/9781447354772.003.0001
41,openalex,autonomy_choice,3,formal choice effective autonomy dependence,2,https://openalex.org/W2137693550,10.1177/0149206312471391,Synthesizing and Extending Resource Dependence Theory,2013,article,Innovation and Knowledge Management,567,https://openalex.org/W2137693550,doi:10.1177/0149206312471391
42,crossref,autonomy_choice,3,formal choice effective autonomy dependence,2,10.1017/9781839701061.009,10.1017/9781839701061.009,"Temporal, Formal and Material Requirements",2021,other,Party Autonomy in EU Private International Law,0,https://doi.org/10.1017/9781839701061.009,doi:10.1017/9781839701061.009
43,openalex,autonomy_choice,1,choice overload too many options decision satisfaction,3,https://openalex.org/W2102309240,10.1093/0199273391.003.0005,How Much Choice is Too Much? Contributions to 401(k) Retirement Plans,2004,book-chapter,"Financial Literacy, Pension, Retirement Analysis",523,https://openalex.org/W2102309240,doi:10.1093/0199273391.003.0005
44,crossref,autonomy_choice,1,choice overload too many options decision satisfaction,3,10.1002/hbe2.295/v1/decision1,10.1002/hbe2.295/v1/decision1,"Decision letter for ""Are there never too many choice options? The effect of increasing the number of choice options on learning with digital media""",2021,peer-review,,0,https://doi.org/10.1002/hbe2.295/v1/decision1,doi:10.1002/hbe2.295/v1/decision1
45,openalex,autonomy_choice,2,autonomy paradox flexibility constant connectivity,3,https://openalex.org/W2054692642,10.1109/jsac.2014.2328098,What Will 5G Be?,2014,article,Advanced MIMO Systems Optimization,8284,https://openalex.org/W2054692642,doi:10.1109/jsac.2014.2328098
46,crossref,autonomy_choice,2,autonomy paradox flexibility constant connectivity,3,10.1332/policypress/9781447354772.003.0006,10.1332/policypress/9781447354772.003.0006,The empirical evidence of the flexibility paradox,2022,book-chapter,The Flexibility Paradox,0,https://doi.org/10.1332/policypress/9781447354772.003.0006,doi:10.1332/policypress/9781447354772.003.0006
47,openalex,autonomy_choice,3,formal choice effective autonomy dependence,3,https://openalex.org/W2065901891,10.1093/oxfordjournals.jpart.a024401,Galloping Elephants: Developing Elements of a Theory of Effective Government Organizations,1999,article,Public Policy and Administration Research,1187,https://openalex.org/W2065901891,doi:10.1093/oxfordjournals.jpart.a024401
48,crossref,autonomy_choice,3,formal choice effective autonomy dependence,3,10.1037/t44252-000,10.1037/t44252-000,Revised Formal Social Support for Autonomy and Dependence in Pain Inventory,2015,dataset,PsycTESTS Dataset,0,https://doi.org/10.1037/t44252-000,doi:10.1037/t44252-000
49,openalex,autonomy_choice,1,choice overload too many options decision satisfaction,4,https://openalex.org/W1981257212,10.1002/mar.20271,What moderates the too‐much‐choice effect?,2009,article,Decision-Making and Behavioral Economics,190,https://openalex.org/W1981257212,doi:10.1002/mar.20271
50,crossref,autonomy_choice,1,choice overload too many options decision satisfaction,4,10.1002/hbe2.295/v1/review1,10.1002/hbe2.295/v1/review1,"Review for ""Are there never too many choice options? The effect of increasing the number of choice options on learning with digital media""",2021,peer-review,,0,https://doi.org/10.1002/hbe2.295/v1/review1,doi:10.1002/hbe2.295/v1/review1
51,openalex,autonomy_choice,2,autonomy paradox flexibility constant connectivity,4,https://openalex.org/W3034089616,10.1016/j.infoandorg.2020.100302,Understanding constant connectivity to work: How and for whom is constant connectivity related to employee well-being?,2020,article,Job Satisfaction and Organizational Behavior,109,https://openalex.org/W3034089616,doi:10.1016/j.infoandorg.2020.100302
52,crossref,autonomy_choice,2,autonomy paradox flexibility constant connectivity,4,10.5465/ambpp.2012.10750abstract,10.5465/ambpp.2012.10750abstract,The Autonomy-Interdependence Paradox: Achieving temporal flexibility in professional services,2012,journal-article,Academy of Management Proceedings,0,https://doi.org/10.5465/ambpp.2012.10750abstract,doi:10.5465/ambpp.2012.10750abstract
53,openalex,autonomy_choice,3,formal choice effective autonomy dependence,4,https://openalex.org/W2153400056,10.1093/acprof:oso/9780195147964.001.0001,"Reconceiving Autonomy: Sources, Thoughts and Possibilities",1989,article,Political Philosophy and Ethics,487,https://openalex.org/W2153400056,doi:10.1093/acprof:oso/9780195147964.001.0001
54,crossref,autonomy_choice,3,formal choice effective autonomy dependence,4,10.1007/978-94-009-2563-2_4,10.1007/978-94-009-2563-2_4,Independence and choice: Western impacts on Japanese higher education,1989,book-chapter,From Dependence to Autonomy,7,https://doi.org/10.1007/978-94-009-2563-2_4,doi:10.1007/978-94-009-2563-2_4
55,openalex,autonomy_choice,1,choice overload too many options decision satisfaction,5,https://openalex.org/W4381548764,10.3389/fpsyg.2023.1122200,Dealing with information overload: a comprehensive review,2023,article,Technostress in Professional Settings,276,https://openalex.org/W4381548764,doi:10.3389/fpsyg.2023.1122200
56,crossref,autonomy_choice,1,choice overload too many options decision satisfaction,5,10.1002/hbe2.295/v2/response1,10.1002/hbe2.295/v2/response1,"Author response for ""Are there never too many choice options? The effect of increasing the number of choice options on learning with digital media""",2021,peer-review,,0,https://doi.org/10.1002/hbe2.295/v2/response1,doi:10.1002/hbe2.295/v2/response1
57,openalex,autonomy_choice,2,autonomy paradox flexibility constant connectivity,5,https://openalex.org/W2292089685,10.1080/03637751.2015.1133920,The practical paradox of technology: The influence of communication technology use on employee burnout and engagement,2016,article,Job Satisfaction and Organizational Behavior,251,https://openalex.org/W2292089685,doi:10.1080/03637751.2015.1133920
58,crossref,autonomy_choice,2,autonomy paradox flexibility constant connectivity,5,10.56687/9781447354796-009,10.56687/9781447354796-009,Gendered flexibility paradox,2022,book-chapter,The Flexibility Paradox,0,https://doi.org/10.56687/9781447354796-009,doi:10.56687/9781447354796-009
59,openalex,autonomy_choice,3,formal choice effective autonomy dependence,5,https://openalex.org/W1730662991,10.1002/9780470479193.adlpsy001012,Attachment and Autonomy During Adolescence,2009,other,Attachment and Relationship Dynamics,487,https://openalex.org/W1730662991,doi:10.1002/9780470479193.adlpsy001012
60,crossref,autonomy_choice,3,formal choice effective autonomy dependence,5,10.1136/jme.2005.013391,10.1136/jme.2005.013391,Formal and effective autonomy in healthcare,2006,journal-article,Journal of Medical Ethics,25,https://doi.org/10.1136/jme.2005.013391,doi:10.1136/jme.2005.013391
61,openalex,information_attention,1,less is more heuristic information decision accuracy,1,https://openalex.org/W2096016260,10.1146/annurev-psych-120709-145346,Heuristic Decision Making,2010,review,Decision-Making and Behavioral Economics,4024,https://openalex.org/W2096016260,doi:10.1146/annurev-psych-120709-145346
62,crossref,information_attention,1,less is more heuristic information decision accuracy,1,10.1017/s193029750000348x,10.1017/s193029750000348x,When less is more in the recognition heuristic,2010,journal-article,Judgment and Decision Making,21,https://doi.org/10.1017/s193029750000348x,doi:10.1017/s193029750000348x
63,openalex,information_attention,2,rational inattention deliberate ignorance information avoidance,1,https://openalex.org/W4238212557,10.1257/jel.20151245,Information Avoidance,2017,article,Experimental Behavioral Economics Studies,835,https://openalex.org/W4238212557,doi:10.1257/jel.20151245
64,crossref,information_attention,2,rational inattention deliberate ignorance information avoidance,1,10.2139/ssrn.3521379,10.2139/ssrn.3521379,Rational Inattention Via Ignorance Equivalence,2020,posted-content,,0,https://doi.org/10.2139/ssrn.3521379,doi:10.2139/ssrn.3521379
65,openalex,information_attention,3,public information social welfare coordination,1,https://openalex.org/W2097119464,10.1257/000282802762024610,Social Value of Public Information,2002,article,Economic Policies and Impacts,2025,https://openalex.org/W2097119464,doi:10.1257/000282802762024610
66,crossref,information_attention,3,public information social welfare coordination,1,10.1177/0019556119640409,10.1177/0019556119640409,Coordination Between State Social Welfare Boards and the State Departments of Social Welfare,1964,journal-article,Indian Journal of Public Administration,0,https://doi.org/10.1177/0019556119640409,doi:10.1177/0019556119640409
67,openalex,information_attention,1,less is more heuristic information decision accuracy,2,https://openalex.org/W2149706766,10.1023/a:1022643204877,Induction of Decision Trees,1986,article,Artificial Intelligence in Games,15039,https://openalex.org/W2149706766,doi:10.1023/a:1022643204877
68,crossref,information_attention,1,less is more heuristic information decision accuracy,2,10.1016/j.ins.2017.06.019,10.1016/j.ins.2017.06.019,Less is more: basic variable neighborhood search heuristic for balanced minimum sum-of-squares clustering,2017,journal-article,Information Sciences,55,https://doi.org/10.1016/j.ins.2017.06.019,doi:10.1016/j.ins.2017.06.019
69,openalex,information_attention,2,rational inattention deliberate ignorance information avoidance,2,https://openalex.org/W4318253731,10.1007/s11301-023-00321-z,Ignorance in organisations – a systematic literature review,2023,review,Organizational Learning and Leadership,42,https://openalex.org/W4318253731,doi:10.1007/s11301-023-00321-z
70,crossref,information_attention,2,rational inattention deliberate ignorance information avoidance,2,10.21799/frbp.wp.2021.29,10.21799/frbp.wp.2021.29,Rational Inattention via Ignorance Equivalence,2021,report,Working paper (Federal Reserve Bank of Philadelphia),0,https://doi.org/10.21799/frbp.wp.2021.29,doi:10.21799/frbp.wp.2021.29
71,openalex,information_attention,3,public information social welfare coordination,2,https://openalex.org/W1945197361,10.1086/517897,Rankings and Reactivity: How Public Measures Recreate Social Worlds,2007,article,Judicial and Constitutional Studies,2396,https://openalex.org/W1945197361,doi:10.1086/517897
72,crossref,information_attention,3,public information social welfare coordination,2,10.1007/pl00007171,10.1007/pl00007171,Public information and social choice,2000,journal-article,Social Choice and Welfare,11,https://doi.org/10.1007/pl00007171,doi:10.1007/pl00007171
73,openalex,information_attention,1,less is more heuristic information decision accuracy,3,https://openalex.org/W4236137412,10.1007/bf00116251,Induction of decision trees,1986,article,AI-based Problem Solving and Planning,12438,https://openalex.org/W4236137412,doi:10.1007/bf00116251
74,crossref,information_attention,1,less is more heuristic information decision accuracy,3,10.1017/s1930297500003508,10.1017/s1930297500003508,Less-is-more effects without the recognition heuristic,2010,journal-article,Judgment and Decision Making,11,https://doi.org/10.1017/s1930297500003508,doi:10.1017/s1930297500003508
75,openalex,information_attention,2,rational inattention deliberate ignorance information avoidance,3,https://openalex.org/W4377940243,10.1016/j.jebo.2023.04.032,"Information avoidance: Self-image concerns, inattention, and ideology",2023,article,Misinformation and Its Impacts,7,https://openalex.org/W4377940243,doi:10.1016/j.jebo.2023.04.032
76,crossref,information_attention,2,rational inattention deliberate ignorance information avoidance,3,10.21799/frbp.wp.2020.24,10.21799/frbp.wp.2020.24,Rational Inattention via Ignorance Equivalence,2020,report,Working paper (Federal Reserve Bank of Philadelphia),0,https://doi.org/10.21799/frbp.wp.2020.24,doi:10.21799/frbp.wp.2020.24
77,openalex,information_attention,3,public information social welfare coordination,3,https://openalex.org/W2043861297,10.1016/s0140-6736(15)60160-x,"Global Surgery 2030: evidence and solutions for achieving health, welfare, and economic development",2015,article,Global Health and Surgery,3831,https://openalex.org/W2043861297,doi:10.1016/s0140-6736(15)60160-x
78,crossref,information_attention,3,public information social welfare coordination,3,10.9783/9781512801095-002,10.9783/9781512801095-002,I. The problem of Social Welfare Coordination – A Public Administration Viewpoint,1964,book-chapter,Basic Issues in Coordinating Family and Child Welfare Programs,0,https://doi.org/10.9783/9781512801095-002,doi:10.9783/9781512801095-002
79,openalex,information_attention,1,less is more heuristic information decision accuracy,4,https://openalex.org/W2090933055,10.1037/0278-7393.14.3.534,Adaptive strategy selection in decision making.,1988,article,Complex Systems and Decision Making,1753,https://openalex.org/W2090933055,doi:10.1037/0278-7393.14.3.534
80,crossref,information_attention,1,less is more heuristic information decision accuracy,4,10.2139/ssrn.4013872,10.2139/ssrn.4013872,More or Less: How Information Richness Affects Our Decision Consistency,2022,journal-article,SSRN Electronic Journal,0,https://doi.org/10.2139/ssrn.4013872,doi:10.2139/ssrn.4013872
81,openalex,information_attention,2,rational inattention deliberate ignorance information avoidance,4,https://openalex.org/W3166956392,10.1016/j.foodpol.2021.102076,What do people want to know? Information avoidance and food policy implications,2021,article,Psychological Well-being and Life Satisfaction,39,https://openalex.org/W3166956392,doi:10.1016/j.foodpol.2021.102076
82,crossref,information_attention,2,rational inattention deliberate ignorance information avoidance,4,10.7551/mitpress/13757.003.0019,10.7551/mitpress/13757.003.0019,Reflections on Deliberate Ignorance,2021,book-chapter,Deliberate Ignorance,0,https://doi.org/10.7551/mitpress/13757.003.0019,doi:10.7551/mitpress/13757.003.0019
83,openalex,information_attention,3,public information social welfare coordination,4,https://openalex.org/W2044858486,10.1007/s10488-010-0327-7,Advancing a Conceptual Model of Evidence-Based Practice Implementation in Public Service Sectors,2010,article,Health Policy Implementation Science,3360,https://openalex.org/W2044858486,doi:10.1007/s10488-010-0327-7
84,crossref,information_attention,3,public information social welfare coordination,4,10.15855/swp.2017.44.4.188,10.15855/swp.2017.44.4.188,A Study on Public Social Workers' Attitudes toward social security information system(‘Haengbok-eUm’) in Public Welfare Delivery System,2017,journal-article,Social Welfare Policy,0,https://doi.org/10.15855/swp.2017.44.4.188,doi:10.15855/swp.2017.44.4.188
85,openalex,information_attention,1,less is more heuristic information decision accuracy,5,https://openalex.org/W2112796928,10.1109/5.726791,Gradient-based learning applied to document recognition,1998,article,Handwritten Text Recognition Techniques,59658,https://openalex.org/W2112796928,doi:10.1109/5.726791
86,crossref,information_attention,1,less is more heuristic information decision accuracy,5,10.2139/ssrn.6166846,10.2139/ssrn.6166846,"The More You Know, the Less You Learn:&amp;nbsp;Information Monitoring and Decision-Making Bias",2026,posted-content,,0,https://doi.org/10.2139/ssrn.6166846,doi:10.2139/ssrn.6166846
87,openalex,information_attention,2,rational inattention deliberate ignorance information avoidance,5,https://openalex.org/W4252000206,10.7551/mitpress/13757.003.0004,Homo Ignorans: Deliberately Choosing Not to Know,2021,book-chapter,Philosophical Ethics and Theory,32,https://openalex.org/W4252000206,doi:10.7551/mitpress/13757.003.0004
88,crossref,information_attention,2,rational inattention deliberate ignorance information avoidance,5,10.3386/w23787,10.3386/w23787,Rational Inattention and Sequential Information Sampling,2017,report,,29,https://doi.org/10.3386/w23787,doi:10.3386/w23787
89,openalex,information_attention,3,public information social welfare coordination,5,https://openalex.org/W3125077677,10.3386/w0042,A Theory of Social Interactions,1974,report,"Economic, Social, and Health Studies",2566,https://openalex.org/W3125077677,doi:10.3386/w0042
90,crossref,information_attention,3,public information social welfare coordination,5,10.1007/s003550050018,10.1007/s003550050018,"Size and distributional uncertainty, public information and the information paradox",2000,journal-article,Social Choice and Welfare,6,https://doi.org/10.1007/s003550050018,doi:10.1007/s003550050018
91,openalex,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,1,https://openalex.org/W2900058444,10.3389/fpsyg.2018.02180,A Critical Appraisal of the Social Norms Approach as an Interventional Strategy for Health-Related Behavior and Attitude Change,2018,article,Behavioral Health and Interventions,271,https://openalex.org/W2900058444,doi:10.3389/fpsyg.2018.02180
92,crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,1,10.1038/s44271-025-00294-7,10.1038/s44271-025-00294-7,Pledges counteract the boomerang effect in a sustainable showering intervention for children,2025,journal-article,Communications Psychology,0,https://doi.org/10.1038/s44271-025-00294-7,doi:10.1038/s44271-025-00294-7
93,openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,1,https://openalex.org/W2091790221,10.1007/s12671-013-0260-4,Mindfulness Interventions with Youth: A Meta-Analysis,2014,review,Mindfulness and Compassion Interventions,772,https://openalex.org/W2091790221,doi:10.1007/s12671-013-0260-4
94,crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,1,10.1080/13284207.2026.2700189,10.1080/13284207.2026.2700189,Psychological therapies and safety: “there is no evidence of iatrogenic harm” is not the same as “there is evidence of no iatrogenic harm”,2026,journal-article,Clinical Psychologist,1,https://doi.org/10.1080/13284207.2026.2700189,doi:10.1080/13284207.2026.2700189
95,openalex,backfire_iatrogenic,3,backfire counterproductive intervention systematic review,1,https://openalex.org/W3159759907,10.1007/s11142-021-09609-5,Mandatory CSR and sustainability reporting: economic analysis and literature review,2021,article,Corporate Social Responsibility Reporting,1858,https://openalex.org/W3159759907,doi:10.1007/s11142-021-09609-5
