person_id,canonical_name,openalex_work_id,work_decision,include_in_network,canonical_work_id,decision_evidence,reviewer,second_reviewer,adjudication_status,mh_blinded_at_work_lock,review_date
cv_Q1354374,Erika Greber,W7132702788,KEEP_ORIGINAL,true,W7132702788,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q1354374,Erika Greber,W3008433275,KEEP_ORIGINAL,true,W3008433275,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q1354374,Erika Greber,W2742672987,KEEP_ORIGINAL,true,W2742672987,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q1354374,Erika Greber,W176370093,KEEP_ORIGINAL,true,W176370093,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q1354374,Erika Greber,W4388861549,KEEP_ORIGINAL,true,W4388861549,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q1354374,Erika Greber,W3007578604,KEEP_ORIGINAL,true,W3007578604,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q1354374,Erika Greber,W2062001596,KEEP_ORIGINAL,true,W2062001596,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q1354374,Erika Greber,W4236699754,KEEP_ORIGINAL,true,W4236699754,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q1354374,Erika Greber,W27570955,KEEP_ORIGINAL,true,W27570955,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q1354374,Erika Greber,W102317366,KEEP_ORIGINAL,true,W102317366,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q1354374,Erika Greber,W631173091,KEEP_ORIGINAL,true,W631173091,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q1354374,Erika Greber,W600857275,KEEP_ORIGINAL,true,W600857275,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q1354374,Erika Greber,W2312635410,KEEP_ORIGINAL,true,W2312635410,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q1354374,Erika Greber,W406461766,KEEP_ORIGINAL,true,W406461766,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q1354374,Erika Greber,W4243414942,KEEP_ORIGINAL,true,W4243414942,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q1354374,Erika Greber,W4385216777,KEEP_ORIGINAL,true,W4385216777,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q1354374,Erika Greber,W2505400119,KEEP_ORIGINAL,true,W2505400119,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q1354374,Erika Greber,W3156978559,KEEP_ORIGINAL,true,W3156978559,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q1354374,Erika Greber,W4240666810,KEEP_ORIGINAL,true,W4240666810,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q1354374,Erika Greber,W3120741543,KEEP_ORIGINAL,true,W3120741543,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q1354374,Erika Greber,W4248327141,KEEP_ORIGINAL,true,W4248327141,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q1354374,Erika Greber,W4252159442,KEEP_ORIGINAL,true,W4252159442,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q1354374,Erika Greber,W4417083045,KEEP_ORIGINAL,true,W4417083045,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q1354374,Erika Greber,W4233457866,KEEP_ORIGINAL,true,W4233457866,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q1354374,Erika Greber,W2964723010,KEEP_ORIGINAL,true,W2964723010,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q1354374,Erika Greber,W2480642641,KEEP_ORIGINAL,true,W2480642641,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q1354374,Erika Greber,W4385188848,EXCLUDE_CONTAINER_FRAGMENT,false,,"First-review exclusion: front matter, index, contents, chapter/container manifestation, generic review-list, or other non-independent work under the frozen book/chapter policy.",ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q1354374,Erika Greber,W4385187544,EXCLUDE_CONTAINER_FRAGMENT,false,,"First-review exclusion: front matter, index, contents, chapter/container manifestation, generic review-list, or other non-independent work under the frozen book/chapter policy.",ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q1354374,Erika Greber,W2903139421,EXCLUDE_CONTAINER_FRAGMENT,false,,"First-review exclusion: front matter, index, contents, chapter/container manifestation, generic review-list, or other non-independent work under the frozen book/chapter policy.",ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q1354374,Erika Greber,W2517397058,DUPLICATE_MANIFESTATION,false,,First-review exclusion from network: duplicate/translation/alternate database manifestation of another retained intellectual work.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q1354374,Erika Greber,W2460236043,DUPLICATE_MANIFESTATION,false,,First-review exclusion from network: duplicate/translation/alternate database manifestation of another retained intellectual work.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q1354374,Erika Greber,W2959222374,NEEDS_REVIEW,false,,Insufficient first-review evidence for inclusion; excluded from the clean pilot network until second/source-level review.,ARIS4C pre-exposure work review,,pending-second-review,true,2026-09-18
cv_Q6213800,Joel Olson,W2335201236,KEEP_ORIGINAL,true,W2335201236,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W2041048643,KEEP_ORIGINAL,true,W2041048643,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W2033320538,KEEP_ORIGINAL,true,W2033320538,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W2343245169,KEEP_ORIGINAL,true,W2343245169,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W2092735903,KEEP_ORIGINAL,true,W2092735903,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W2795555956,KEEP_ORIGINAL,true,W2795555956,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W2790179158,KEEP_ORIGINAL,true,W2790179158,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W2165275979,KEEP_ORIGINAL,true,W2165275979,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W1972874735,KEEP_ORIGINAL,true,W1972874735,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W2056251249,KEEP_ORIGINAL,true,W2056251249,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W2015256920,KEEP_ORIGINAL,true,W2015256920,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W2124884202,KEEP_ORIGINAL,true,W2124884202,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W2049726511,KEEP_ORIGINAL,true,W2049726511,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W1595321127,KEEP_ORIGINAL,true,W1595321127,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W45676269,KEEP_ORIGINAL,true,W45676269,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W1523381740,KEEP_ORIGINAL,true,W1523381740,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W2015075660,KEEP_ORIGINAL,true,W2015075660,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W335862276,KEEP_POSTHUMOUS_ORIGINAL,true,W335862276,First-review keep as documented posthumous original: independent source indicates manuscript/work attributable to the focal person rather than a later namesake.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W2316263772,EXCLUDE_NAME_COLLISION,false,,First-review exclusion: title/field/chronology or external authorship evidence indicates a same-name/different-person record.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W2093716929,EXCLUDE_NAME_COLLISION,false,,First-review exclusion: title/field/chronology or external authorship evidence indicates a same-name/different-person record.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W2129533196,EXCLUDE_NAME_COLLISION,false,,First-review exclusion: title/field/chronology or external authorship evidence indicates a same-name/different-person record.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W2106107811,EXCLUDE_NAME_COLLISION,false,,First-review exclusion: title/field/chronology or external authorship evidence indicates a same-name/different-person record.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W2174119977,EXCLUDE_NAME_COLLISION,false,,First-review exclusion: title/field/chronology or external authorship evidence indicates a same-name/different-person record.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W1975815982,EXCLUDE_NAME_COLLISION,false,,First-review exclusion: title/field/chronology or external authorship evidence indicates a same-name/different-person record.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W4241716090,EXCLUDE_NAME_COLLISION,false,,First-review exclusion: title/field/chronology or external authorship evidence indicates a same-name/different-person record.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W2013055020,EXCLUDE_NAME_COLLISION,false,,First-review exclusion: title/field/chronology or external authorship evidence indicates a same-name/different-person record.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W1892929662,EXCLUDE_NAME_COLLISION,false,,First-review exclusion: title/field/chronology or external authorship evidence indicates a same-name/different-person record.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W2606812707,EXCLUDE_NAME_COLLISION,false,,First-review exclusion: title/field/chronology or external authorship evidence indicates a same-name/different-person record.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W2253038398,EXCLUDE_NAME_COLLISION,false,,First-review exclusion: title/field/chronology or external authorship evidence indicates a same-name/different-person record.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W2538075677,EXCLUDE_NAME_COLLISION,false,,First-review exclusion: title/field/chronology or external authorship evidence indicates a same-name/different-person record.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W2794635238,EXCLUDE_NAME_COLLISION,false,,First-review exclusion: title/field/chronology or external authorship evidence indicates a same-name/different-person record.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W7162333210,EXCLUDE_CONTAINER_FRAGMENT,false,,"First-review exclusion: front matter, index, contents, chapter/container manifestation, generic review-list, or other non-independent work under the frozen book/chapter policy.",ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W7162327541,EXCLUDE_CONTAINER_FRAGMENT,false,,"First-review exclusion: front matter, index, contents, chapter/container manifestation, generic review-list, or other non-independent work under the frozen book/chapter policy.",ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W7162335829,EXCLUDE_CONTAINER_FRAGMENT,false,,"First-review exclusion: front matter, index, contents, chapter/container manifestation, generic review-list, or other non-independent work under the frozen book/chapter policy.",ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W7162330149,EXCLUDE_CONTAINER_FRAGMENT,false,,"First-review exclusion: front matter, index, contents, chapter/container manifestation, generic review-list, or other non-independent work under the frozen book/chapter policy.",ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W7162339585,EXCLUDE_CONTAINER_FRAGMENT,false,,"First-review exclusion: front matter, index, contents, chapter/container manifestation, generic review-list, or other non-independent work under the frozen book/chapter policy.",ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W7162289908,EXCLUDE_CONTAINER_FRAGMENT,false,,"First-review exclusion: front matter, index, contents, chapter/container manifestation, generic review-list, or other non-independent work under the frozen book/chapter policy.",ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W7162312888,EXCLUDE_CONTAINER_FRAGMENT,false,,"First-review exclusion: front matter, index, contents, chapter/container manifestation, generic review-list, or other non-independent work under the frozen book/chapter policy.",ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W7162304627,EXCLUDE_CONTAINER_FRAGMENT,false,,"First-review exclusion: front matter, index, contents, chapter/container manifestation, generic review-list, or other non-independent work under the frozen book/chapter policy.",ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W7162339868,EXCLUDE_CONTAINER_FRAGMENT,false,,"First-review exclusion: front matter, index, contents, chapter/container manifestation, generic review-list, or other non-independent work under the frozen book/chapter policy.",ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W7162291999,EXCLUDE_CONTAINER_FRAGMENT,false,,"First-review exclusion: front matter, index, contents, chapter/container manifestation, generic review-list, or other non-independent work under the frozen book/chapter policy.",ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W7162323807,EXCLUDE_CONTAINER_FRAGMENT,false,,"First-review exclusion: front matter, index, contents, chapter/container manifestation, generic review-list, or other non-independent work under the frozen book/chapter policy.",ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W4251455530,EXCLUDE_MODERN_REPRINT,false,,First-review exclusion: later edition/reprint/chapter manifestation of an intellectual work represented by an earlier retained event.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W4235454655,EXCLUDE_MODERN_REPRINT,false,,First-review exclusion: later edition/reprint/chapter manifestation of an intellectual work represented by an earlier retained event.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W622693108,EXCLUDE_MODERN_REPRINT,false,,First-review exclusion: later edition/reprint/chapter manifestation of an intellectual work represented by an earlier retained event.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q6213800,Joel Olson,W4255835740,NEEDS_REVIEW,false,,Insufficient first-review evidence for inclusion; excluded from the clean pilot network until second/source-level review.,ARIS4C pre-exposure work review,,pending-second-review,true,2026-09-18
cv_Q6213800,Joel Olson,W2489995300,NEEDS_REVIEW,false,,Insufficient first-review evidence for inclusion; excluded from the clean pilot network until second/source-level review.,ARIS4C pre-exposure work review,,pending-second-review,true,2026-09-18
cv_Q6213800,Joel Olson,W4247232370,NEEDS_REVIEW,false,,Insufficient first-review evidence for inclusion; excluded from the clean pilot network until second/source-level review.,ARIS4C pre-exposure work review,,pending-second-review,true,2026-09-18
cv_Q124897,Anton Moortgat,W566338763,KEEP_ORIGINAL,true,W566338763,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q124897,Anton Moortgat,W2018880674,KEEP_ORIGINAL,true,W2018880674,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q124897,Anton Moortgat,W2916442031,KEEP_ORIGINAL,true,W2916442031,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q124897,Anton Moortgat,W1998657733,KEEP_ORIGINAL,true,W1998657733,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q124897,Anton Moortgat,W2022263466,KEEP_ORIGINAL,true,W2022263466,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q124897,Anton Moortgat,W643936181,KEEP_ORIGINAL,true,W643936181,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q124897,Anton Moortgat,W2086859121,KEEP_ORIGINAL,true,W2086859121,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q124897,Anton Moortgat,W2060772192,KEEP_ORIGINAL,true,W2060772192,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q124897,Anton Moortgat,W4249014540,KEEP_ORIGINAL,true,W4249014540,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q124897,Anton Moortgat,W4240567429,KEEP_ORIGINAL,true,W4240567429,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q124897,Anton Moortgat,W595244312,KEEP_ORIGINAL,true,W595244312,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q124897,Anton Moortgat,W2316611628,KEEP_ORIGINAL,true,W2316611628,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q124897,Anton Moortgat,W3173200059,KEEP_ORIGINAL,true,W3173200059,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q124897,Anton Moortgat,W4312364404,EXCLUDE_CONTAINER_FRAGMENT,false,,"First-review exclusion: front matter, index, contents, chapter/container manifestation, generic review-list, or other non-independent work under the frozen book/chapter policy.",ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q124897,Anton Moortgat,W4244577831,EXCLUDE_CONTAINER_FRAGMENT,false,,"First-review exclusion: front matter, index, contents, chapter/container manifestation, generic review-list, or other non-independent work under the frozen book/chapter policy.",ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q124897,Anton Moortgat,W4254922734,EXCLUDE_CONTAINER_FRAGMENT,false,,"First-review exclusion: front matter, index, contents, chapter/container manifestation, generic review-list, or other non-independent work under the frozen book/chapter policy.",ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q124897,Anton Moortgat,W4240144171,EXCLUDE_CONTAINER_FRAGMENT,false,,"First-review exclusion: front matter, index, contents, chapter/container manifestation, generic review-list, or other non-independent work under the frozen book/chapter policy.",ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q124897,Anton Moortgat,W4232252317,EXCLUDE_CONTAINER_FRAGMENT,false,,"First-review exclusion: front matter, index, contents, chapter/container manifestation, generic review-list, or other non-independent work under the frozen book/chapter policy.",ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q124897,Anton Moortgat,W4231222043,EXCLUDE_CONTAINER_FRAGMENT,false,,"First-review exclusion: front matter, index, contents, chapter/container manifestation, generic review-list, or other non-independent work under the frozen book/chapter policy.",ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q124897,Anton Moortgat,W4230332794,EXCLUDE_CONTAINER_FRAGMENT,false,,"First-review exclusion: front matter, index, contents, chapter/container manifestation, generic review-list, or other non-independent work under the frozen book/chapter policy.",ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q124897,Anton Moortgat,W4245761848,EXCLUDE_CONTAINER_FRAGMENT,false,,"First-review exclusion: front matter, index, contents, chapter/container manifestation, generic review-list, or other non-independent work under the frozen book/chapter policy.",ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q124897,Anton Moortgat,W4251326936,EXCLUDE_CONTAINER_FRAGMENT,false,,"First-review exclusion: front matter, index, contents, chapter/container manifestation, generic review-list, or other non-independent work under the frozen book/chapter policy.",ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q124897,Anton Moortgat,W4244626890,EXCLUDE_CONTAINER_FRAGMENT,false,,"First-review exclusion: front matter, index, contents, chapter/container manifestation, generic review-list, or other non-independent work under the frozen book/chapter policy.",ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
