person_id,canonical_name,openalex_work_id,publication_year,title,work_decision,include_in_network,canonical_work_id,decision_evidence,reviewer,adjudication_status,mh_blinded_at_work_lock,review_date
cv_Q1839062,Torkel Franzén,W2110150768,2006,What Does the Incompleteness Theorem Add to the Unsolvability of the Halting Problem?,KEEP_ORIGINAL,true,W2110150768,"Chronology, subject matter and bibliography are concordant with Torkel Franzén's logic/AKL/Gödel research; retained as an independent focal work.",ARIS4C 000 pre-exposure full-work review,first-review-locked,true,2026-09-19
cv_Q1839062,Torkel Franzén,W4235898311,2004,Inexhaustibility: A Non-Exhaustive Treatment,DUPLICATE_MANIFESTATION,false,W2886572672,Alternate database/edition manifestation of Franzén's 2004 Inexhaustibility book; one canonical intellectual-work node retained.,ARIS4C 000 pre-exposure full-work review,first-review-locked,true,2026-09-19
cv_Q1839062,Torkel Franzén,W4250417020,2004,Inexhaustibility: A Non-Exhaustive Treatment,DUPLICATE_MANIFESTATION,false,W2886572672,Alternate database/edition manifestation of Franzén's 2004 Inexhaustibility book; one canonical intellectual-work node retained.,ARIS4C 000 pre-exposure full-work review,first-review-locked,true,2026-09-19
cv_Q1839062,Torkel Franzén,W4248635996,2005,Gödel's Theorem,DUPLICATE_MANIFESTATION,false,W2889539354,Reference-entry/database manifestation of Franzén's 2005 Gödel's theorem book; one canonical intellectual-work node retained.,ARIS4C 000 pre-exposure full-work review,first-review-locked,true,2026-09-19
cv_Q1839062,Torkel Franzén,W4253131970,2005,Gödel's Theorem,DUPLICATE_MANIFESTATION,false,W2889539354,Reference-entry/database manifestation of Franzén's 2005 Gödel's theorem book; one canonical intellectual-work node retained.,ARIS4C 000 pre-exposure full-work review,first-review-locked,true,2026-09-19
cv_Q1839062,Torkel Franzén,W165205388,2008,REVIEWS-Inexhaustibility: A non-exhaustive treatment and a survey on transfinite progressions,EXCLUDE_NAME_COLLISION,false,,"The 2008 Bulletin of Symbolic Logic review is by Lev D. Beklemishev, not Franzén; wrong-author attribution.",ARIS4C 000 pre-exposure full-work review,first-review-locked,true,2026-09-19
cv_Q594723,Anton Tautscher,W2119796224,1941,Die Arbeitsteilung als Grundproblem der Nationalökonomie bei Ernst Ludwig Carl (1722),KEEP_ORIGINAL,true,W2119796224,Chronology and independent bibliography are concordant with Anton Tautscher's economics/public-finance career; retained as an independent focal work.,ARIS4C 000 pre-exposure full-work review,first-review-locked,true,2026-09-19
cv_Q594723,Anton Tautscher,W4249480086,1951,Die Vermögenssubstanzsteuer,KEEP_ORIGINAL,true,W4249480086,Chronology and independent bibliography are concordant with Anton Tautscher's economics/public-finance career; retained as an independent focal work.,ARIS4C 000 pre-exposure full-work review,first-review-locked,true,2026-09-19
cv_Q594723,Anton Tautscher,W4360972420,1951,Grundlegung der integralen Finanzwissenschaft,KEEP_ORIGINAL,true,W4360972420,Chronology and independent bibliography are concordant with Anton Tautscher's economics/public-finance career; retained as an independent focal work.,ARIS4C 000 pre-exposure full-work review,first-review-locked,true,2026-09-19
cv_Q594723,Anton Tautscher,W2568235246,1952,El pleno empleo y su política,KEEP_ORIGINAL,true,W2568235246,Chronology and independent bibliography are concordant with Anton Tautscher's economics/public-finance career; retained as an independent focal work.,ARIS4C 000 pre-exposure full-work review,first-review-locked,true,2026-09-19
cv_Q594723,Anton Tautscher,W583886472,1953,Die öffentliche Wirtschaft,KEEP_ORIGINAL,true,W583886472,Chronology and independent bibliography are concordant with Anton Tautscher's economics/public-finance career; retained as an independent focal work.,ARIS4C 000 pre-exposure full-work review,first-review-locked,true,2026-09-19
cv_Q594723,Anton Tautscher,W581878348,1954,Grenzen der Besteuerung,KEEP_ORIGINAL,true,W581878348,Chronology and independent bibliography are concordant with Anton Tautscher's economics/public-finance career; retained as an independent focal work.,ARIS4C 000 pre-exposure full-work review,first-review-locked,true,2026-09-19
cv_Q594723,Anton Tautscher,W4360972700,1957,Die wirtschaftsethischen Verhaltensweisen,KEEP_ORIGINAL,true,W4360972700,Chronology and independent bibliography are concordant with Anton Tautscher's economics/public-finance career; retained as an independent focal work.,ARIS4C 000 pre-exposure full-work review,first-review-locked,true,2026-09-19
cv_Q594723,Anton Tautscher,W658411600,1961,Handbuch der Österreichischen Wirtschaftspolitik,KEEP_ORIGINAL,true,W658411600,Chronology and independent bibliography are concordant with Anton Tautscher's economics/public-finance career; retained as an independent focal work.,ARIS4C 000 pre-exposure full-work review,first-review-locked,true,2026-09-19
cv_Q594723,Anton Tautscher,W4323239114,1965,Die Wirtschaft als Schicksal und Aufgabe,KEEP_ORIGINAL,true,W4323239114,Chronology and independent bibliography are concordant with Anton Tautscher's economics/public-finance career; retained as an independent focal work.,ARIS4C 000 pre-exposure full-work review,first-review-locked,true,2026-09-19
cv_Q594723,Anton Tautscher,W4327512943,1969,Die Entwicklung der österreichischen Staatswirtschaft,KEEP_ORIGINAL,true,W4327512943,Chronology and independent bibliography are concordant with Anton Tautscher's economics/public-finance career; retained as an independent focal work.,ARIS4C 000 pre-exposure full-work review,first-review-locked,true,2026-09-19
cv_Q594723,Anton Tautscher,W560603795,1971,Die österreichische wirtschaftsordnung,KEEP_ORIGINAL,true,W560603795,Chronology and independent bibliography are concordant with Anton Tautscher's economics/public-finance career; retained as an independent focal work.,ARIS4C 000 pre-exposure full-work review,first-review-locked,true,2026-09-19
cv_Q594723,Anton Tautscher,W3121717514,1941,Die Arbeitsteilung als Grundproblem der Nationalökonomie bei Ernst Ludwig Carl (1722),DUPLICATE_MANIFESTATION,false,W2119796224,Same title/year intellectual work as W2119796224; duplicate database manifestation.,ARIS4C 000 pre-exposure full-work review,first-review-locked,true,2026-09-19
cv_Q594723,Anton Tautscher,W2742270624,1961,Handbook on Austrian economy policy.,DUPLICATE_MANIFESTATION,false,W658411600,English/catalog manifestation of the same 1961 Handbuch der Österreichischen Wirtschaftspolitik; German canonical work retained.,ARIS4C 000 pre-exposure full-work review,first-review-locked,true,2026-09-19
cv_Q594723,Anton Tautscher,W2043871246,1948,Staatswirtschaftslehre des Kameralismus,EXCLUDE_NAME_COLLISION,false,,"The 1948 article/DOI is Jerome Blum's review of Tautscher's book, not a work authored by Tautscher; wrong-author manifestation.",ARIS4C 000 pre-exposure full-work review,first-review-locked,true,2026-09-19
cv_Q594723,Anton Tautscher,W2027133397,1978,Wirtschaftsgeschichte Osterreichs auf der Grundlage abendlandischer Kulturgeschichte.,EXCLUDE_NAME_COLLISION,false,,"The 1978 article/DOI is a review manifestation of Tautscher's 1974 book, published after his death; not focal-person authorship.",ARIS4C 000 pre-exposure full-work review,first-review-locked,true,2026-09-19
cv_Q118326,Ernst Rexer,W1652132188,1931,Additive Verfärbung von Alkalihalogenidkristallen,KEEP_ORIGINAL,true,W1652132188,"Chronology, physics/materials subject matter and fragment provenance are concordant with Ernst Rexer's research trajectory; distinct same-title salt-crystal papers have distinct DOI/year evidence and are retained.",ARIS4C 000 pre-exposure full-work review,first-review-locked,true,2026-09-19
cv_Q118326,Ernst Rexer,W2914198774,1931,Festigkeitseigenschaften bewässerter Salzkristalle. II,KEEP_ORIGINAL,true,W2914198774,"Chronology, physics/materials subject matter and fragment provenance are concordant with Ernst Rexer's research trajectory; distinct same-title salt-crystal papers have distinct DOI/year evidence and are retained.",ARIS4C 000 pre-exposure full-work review,first-review-locked,true,2026-09-19
cv_Q118326,Ernst Rexer,W2335243668,1931,Über die Kohäsion natürlicher Flußspatkristalle,KEEP_ORIGINAL,true,W2335243668,"Chronology, physics/materials subject matter and fragment provenance are concordant with Ernst Rexer's research trajectory; distinct same-title salt-crystal papers have distinct DOI/year evidence and are retained.",ARIS4C 000 pre-exposure full-work review,first-review-locked,true,2026-09-19
cv_Q118326,Ernst Rexer,W4247985935,1932,Additive Verfärbung von Alkalihalogenidkristallen,KEEP_ORIGINAL,true,W4247985935,"Chronology, physics/materials subject matter and fragment provenance are concordant with Ernst Rexer's research trajectory; distinct same-title salt-crystal papers have distinct DOI/year evidence and are retained.",ARIS4C 000 pre-exposure full-work review,first-review-locked,true,2026-09-19
cv_Q118326,Ernst Rexer,W2038728383,1932,Über das Tempern von Salzkristallen,KEEP_ORIGINAL,true,W2038728383,"Chronology, physics/materials subject matter and fragment provenance are concordant with Ernst Rexer's research trajectory; distinct same-title salt-crystal papers have distinct DOI/year evidence and are retained.",ARIS4C 000 pre-exposure full-work review,first-review-locked,true,2026-09-19
cv_Q118326,Ernst Rexer,W1984304186,1932,Über die Natur des blauen Steinsalzes,KEEP_ORIGINAL,true,W1984304186,"Chronology, physics/materials subject matter and fragment provenance are concordant with Ernst Rexer's research trajectory; distinct same-title salt-crystal papers have distinct DOI/year evidence and are retained.",ARIS4C 000 pre-exposure full-work review,first-review-locked,true,2026-09-19
cv_Q118326,Ernst Rexer,W3161578480,1933,Additive Verfärbung von Alkalihalogenidkristallen,KEEP_ORIGINAL,true,W3161578480,"Chronology, physics/materials subject matter and fragment provenance are concordant with Ernst Rexer's research trajectory; distinct same-title salt-crystal papers have distinct DOI/year evidence and are retained.",ARIS4C 000 pre-exposure full-work review,first-review-locked,true,2026-09-19
cv_Q118326,Ernst Rexer,W2007561270,1933,Neue Tatsachen zum Problem des blauen Steinsalzes,KEEP_ORIGINAL,true,W2007561270,"Chronology, physics/materials subject matter and fragment provenance are concordant with Ernst Rexer's research trajectory; distinct same-title salt-crystal papers have distinct DOI/year evidence and are retained.",ARIS4C 000 pre-exposure full-work review,first-review-locked,true,2026-09-19
cv_Q118326,Ernst Rexer,W2032324178,1937,Untersuchungen am langwelligen Ausläufer der ultravioletten Eigenabsorption von Alkali-Halogenid-Kristallen,KEEP_ORIGINAL,true,W2032324178,"Chronology, physics/materials subject matter and fragment provenance are concordant with Ernst Rexer's research trajectory; distinct same-title salt-crystal papers have distinct DOI/year evidence and are retained.",ARIS4C 000 pre-exposure full-work review,first-review-locked,true,2026-09-19
cv_Q118326,Ernst Rexer,W2044027442,1937,Wärmebehandlung und Diffusion in Salzkristallen,KEEP_ORIGINAL,true,W2044027442,"Chronology, physics/materials subject matter and fragment provenance are concordant with Ernst Rexer's research trajectory; distinct same-title salt-crystal papers have distinct DOI/year evidence and are retained.",ARIS4C 000 pre-exposure full-work review,first-review-locked,true,2026-09-19
cv_Q118326,Ernst Rexer,W3185099003,1964,Zur Verformung und Rekristallisation von Molybdäneinkristallen,KEEP_ORIGINAL,true,W3185099003,"Chronology, physics/materials subject matter and fragment provenance are concordant with Ernst Rexer's research trajectory; distinct same-title salt-crystal papers have distinct DOI/year evidence and are retained.",ARIS4C 000 pre-exposure full-work review,first-review-locked,true,2026-09-19
cv_Q118326,Ernst Rexer,W567967414,1965,Chemische Veränderungen von Stoffen durch energiereiche Strahlung,KEEP_ORIGINAL,true,W567967414,"Chronology, physics/materials subject matter and fragment provenance are concordant with Ernst Rexer's research trajectory; distinct same-title salt-crystal papers have distinct DOI/year evidence and are retained.",ARIS4C 000 pre-exposure full-work review,first-review-locked,true,2026-09-19
cv_Q118326,Ernst Rexer,W2061607585,1966,"Das Institut für Metallphysik und Reinstmetalle, Dresden, der Deutschen Akademie der Wissenschaften zu Berlin",KEEP_ORIGINAL,true,W2061607585,"Chronology, physics/materials subject matter and fragment provenance are concordant with Ernst Rexer's research trajectory; distinct same-title salt-crystal papers have distinct DOI/year evidence and are retained.",ARIS4C 000 pre-exposure full-work review,first-review-locked,true,2026-09-19
cv_Q118326,Ernst Rexer,W160902286,1969,NEW INVESTIGATIONS ON THE ORIGIN OF BRITTLE FRACTURE IN SPACE-CENTERED-CUBIC METALS.,KEEP_ORIGINAL,true,W160902286,"Chronology, physics/materials subject matter and fragment provenance are concordant with Ernst Rexer's research trajectory; distinct same-title salt-crystal papers have distinct DOI/year evidence and are retained.",ARIS4C 000 pre-exposure full-work review,first-review-locked,true,2026-09-19
cv_Q118326,Ernst Rexer,W125376328,1969,"PROPERTIES OF SOLID SOLUTIONS OF INTERSTITIAL IMPURITY ATOMS IN VANADIUM, NIOBIUM, AND TANTALUM.",KEEP_ORIGINAL,true,W125376328,"Chronology, physics/materials subject matter and fragment provenance are concordant with Ernst Rexer's research trajectory; distinct same-title salt-crystal papers have distinct DOI/year evidence and are retained.",ARIS4C 000 pre-exposure full-work review,first-review-locked,true,2026-09-19
cv_Q118326,Ernst Rexer,W7204123645,1966,"Geleitwort zur Reihe „Reinststoffprobleme""",EXCLUDE_CONTAINER_FRAGMENT,false,,Foreword/Geleitwort is a container/front-matter contribution rather than an independent intellectual-work node under the frozen work codebook.,ARIS4C 000 pre-exposure full-work review,first-review-locked,true,2026-09-19
